v_perp_0,v_perp_1,v_para
84.39374953651846,-542.1064276570796,499.934798619605
84.39374953651846,-542.1064276570796,499.934798619605
435.5368772716227,-480.698408860142,360.79504901824566
435.5368772716227,-480.698408860142,360.79504901824566
573.4346822490486,-398.9275381564133,250.9300744373745
573.4346822490486,-398.9275381564133,250.9300744373745
-531.7155806987856,-235.64533378431076,347.33235770119927
-531.7155806987856,-235.64533378431076,347.33235770119927
-417.2334109952144,-334.5009827023259,415.8309438587789
-417.2334109952144,-334.5009827023259,415.8309438587789
-263.8300498677197,-419.33571603164734,461.99703014593615
-263.8300498677197,-419.33571603164734,461.99703014593615
397.4920579946364,-438.7086800996748,329.2790650217776
397.4920579946364,-438.7086800996748,329.2790650217776
523.3443042531528,-364.0806027862272,229.0109386951881
523.3443042531528,-364.0806027862272,229.0109386951881
-485.2457268637357,-215.0508414143531,316.97685569248006
-485.2457268637357,-215.0508414143531,316.97685569248006
-380.76882618346747,-305.26688316711426,379.4889096549496
-380.76882618346747,-305.26688316711426,379.4889096549496
-240.7723265017877,-382.6874095808399,421.62028230125975
-240.7723265017877,-382.6874095808399,421.62028230125975
362.7528127329057,-400.3672526558806,300.5013516104855
362.7528127329057,-400.3672526558806,300.5013516104855
477.6060477131424,-332.2613871096081,208.9962790094501
477.6060477131424,-332.2613871096081,208.9962790094501
-442.85555740787646,-196.2644155843567,289.2863643516721
-442.85555740787646,-196.2644155843567,289.2863643516721
-347.5055698165432,-278.59936170289257,346.3374963588189
-347.5055698165432,-278.59936170289257,346.3374963588189
64.14998508329452,-412.0698283102231,380.0140293629678
64.14998508329452,-412.0698283102231,380.0140293629678
331.0633819529962,-365.3919223601784,274.25012798674925
331.0633819529962,-365.3919223601784,274.25012798674925
435.8832614746512,-303.23566198687246,190.73877420904364
435.8832614746512,-303.23566198687246,190.73877420904364
-404.0750781052565,-179.0776994437461,263.95379572007323
-404.0750781052565,-179.0776994437461,263.95379572007323
-317.07480061046,-254.20264463053527,316.0090081579192
-317.07480061046,-254.20264463053527,316.0090081579192
-200.4965547118072,-318.67244073094554,351.0927259819432
-200.4965547118072,-318.67244073094554,351.0927259819432
58.53241768521344,-375.98519294018087,346.73649195531334
58.53241768521344,-375.98519294018087,346.73649195531334
58.53241768521344,-375.98519294018087,346.73649195531334
58.53241768521344,-375.98519294018087,346.73649195531334
186.9335141335645,-367.0389773259516,308.7966151784874
302.07245115917925,-333.39486229433044,250.234282272676
302.07245115917925,-333.39486229433044,250.234282272676
397.7133269098981,-276.68156741707907,174.03593831237572
397.7133269098981,-276.68156741707907,174.03593831237572
-368.7616202884108,-163.42749648580457,240.88598674743525
-368.7616202884108,-163.42749648580457,240.88598674743525
-69.01796991807159,-327.61474149893826,329.58283306979786
-69.01796991807159,-327.61474149893826,329.58283306979786
-69.01796991807159,-327.61474149893826,329.58283306979786
-69.01796991807159,-327.61474149893826,329.58283306979786
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
53.4170803090205,-343.126608120388,316.4340463617809
275.6733530067992,-304.25837133426177,228.36545755469209
275.6733530067992,-304.25837133426177,228.36545755469209
362.9558630985469,-252.50145240892687,158.82635800890034
362.9558630985469,-252.50145240892687,158.82635800890034
-336.6024946029579,-149.17524864731558,219.8787055163807
-336.6024946029579,-149.17524864731558,219.8787055163807
-264.1295634089673,-211.7557997274696,263.24171755213865
-264.1295634089673,-211.7557997274696,263.24171755213865
-167.0175825823364,-265.4604325853205,292.4671715639611
-167.0175825823364,-265.4604325853205,292.4671715639611
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
-62.99902287749236,-299.04399033685576,300.8404483883386
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
48.75866305990912,-313.2030848069903,288.83833944357013
155.7193154905896,-305.750712422849,257.2336694605067
155.7193154905896,-305.750712422849,257.2336694605067
155.7193154905896,-305.750712422849,257.2336694605067
155.7193154905896,-305.750712422849,257.2336694605067
155.7193154905896,-305.750712422849,257.2336694605067
155.7193154905896,-305.750712422849,257.2336694605067
251.6323112581497,-277.72449352858223,208.45008740727096
251.6323112581497,-277.72449352858223,208.45008740727096
331.303053277008,-230.481192925252,144.97535444727828
331.303053277008,-230.481192925252,144.97535444727828
-307.0502892797887,-136.0783313267106,200.57434145279055
-307.0502892797887,-136.0783313267106,200.57434145279055
-240.94014926933687,-193.16458131201213,240.1302626104591
-240.94014926933687,-193.16458131201213,240.1302626104591
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
-57.46798806082896,-272.7892586945968,274.4279965791037
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
44.477868903254105,-285.7052351139585,263.4796064342768
142.04783845568485,-278.9071495363437,234.6496915766554
142.04783845568485,-278.9071495363437,234.6496915766554
142.04783845568485,-278.9071495363437,234.6496915766554
229.5400947323279,-253.34151391704415,190.14909808808784
229.5400947323279,-253.34151391704415,190.14909808808784
302.21611461387425,-210.2459706939661,132.2471655652539
302.21611461387425,-210.2459706939661,132.2471655652539
-280.29728317863925,-124.22194472025738,183.0984779971145
-280.29728317863925,-124.22194472025738,183.0984779971145
-219.94725338134865,-176.3343252700013,219.2079301790993
-219.94725338134865,-176.3343252700013,219.2079301790993
-139.0796964067935,-221.0555038418496,243.54468658026892
-139.0796964067935,-221.0555038418496,243.54468658026892
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
-52.46085135737558,-249.02135608985756,250.5173139336916
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
40.60254947923421,-260.8120085793789,240.52288394322125
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
129.67133715989323,-254.60622601477849,214.2048820165494
209.5404808959263,-231.26808254858528,173.58156258071676
209.5404808959263,-231.26808254858528,173.58156258071676
275.8842738573445,-191.9274250821188,120.72459432656524
275.8842738573445,-191.9274250821188,120.72459432656524
-255.83677114117137,-113.3815488795254,167.1201412338885
-255.83677114117137,-113.3815488795254,167.1201412338885
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
-47.88278493093444,-227.29018647655533,228.65559460360777
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
37.05931356566896,-238.05189063510343,219.53331909895405
