v_para,v_perp_0,v_perp_1,f(v),counts
-163.99182415629548,1742.3463234811825,-1402.6696741537412,0.0,0.0
3.1022980308252954,1372.6751326240149,-1773.668445790208,0.0,0.0
185.0443892650601,875.583584591964,-2056.5159994737005,0.0,0.0
346.6099622246793,341.7564759230448,-2189.340142007904,0.0,0.0
489.6874635968361,-233.05403915078543,-2176.24404010685,0.0,0.0
597.3942927587686,-784.4045385057415,-2014.4416645891376,0.0,0.0
664.274186067807,-1280.0401628616323,-1717.6678806296982,0.0,0.0
686.4807176611575,-1693.1268705324812,-1300.8505619871682,0.0,0.0
-146.15077878580541,1552.792514476883,-1250.0701507718816,0.0,0.0
2.764785710148317,1223.3387412695793,-1580.7071162584662,0.0,0.0
164.91302231710688,780.3268183530828,-1832.7831412869552,0.0,0.0
308.90148586317264,304.5760181447828,-1951.1570186642944,0.0,0.0
436.4132723689754,-207.69956375995164,-1939.4856255221416,0.0,0.0
532.4024280102767,-699.0673736863064,-1795.2861669769607,0.0,0.0
592.0062935276374,-1140.7816791782564,-1530.799055774047,0.0,0.0
611.7969217749769,-1508.927772509722,-1159.3280999115,0.0,0.0
-130.2529473553277,1383.8844628967504,-1114.0912820089472,0.0,0.0
2.4640507527747104,1090.267647221878,-1408.7625905261511,0.0,0.0
146.97425834040132,695.4452905831595,-1633.418511175572,0.0,0.0
275.30012278048025,271.44516791559283,-1738.9160052677971,0.0,0.0
388.94155566918926,-185.10665032764186,-1728.5142060057017,0.0,0.0
474.48930668203775,-623.024948132802,-1600.0003284195116,0.0,0.0
527.6096443678243,-1016.6909217214269,-1364.2832650141763,0.0,0.0
545.2475279594173,-1344.791234140769,-1033.2199480436416,0.0,0.0
-116.0812281711892,1233.3159390218996,-992.8767272108221,0.0,0.0
2.1959701478472198,971.6450548447244,-1255.4873285204662,0.0,0.0
130.98329017493143,619.7798871268566,-1455.7004033274295,0.0,0.0
245.34710894221598,241.91156795881722,-1549.7196694727556,0.0,0.0
346.6242080885404,-164.96677948139856,-1540.449621130483,0.0,0.0
422.8642482112982,-555.2390149687758,-1425.9181745974545,0.0,0.0
470.20502302594923,-906.0735921728883,-1215.8475360956488,0.0,0.0
485.92386167356835,-1198.4760861497239,-920.8042452098744,0.0,0.0
-103.4532636745248,1099.1488814149502,-884.8659225725984,0.0,0.0
1.9570747892848885,865.9440468718519,-1118.9083132209378,0.0,0.0
116.73418003279858,552.3567450145656,-1297.341048625965,0.0,0.0
218.65686535672967,215.59506393299935,-1381.1322954702075,0.0,0.0
308.9164751658818,-147.02077405484982,-1372.8708227938532,0.0,0.0
376.8626822483502,-494.83697752828886,-1270.7986915268218,0.0,0.0
419.05347385521327,-807.5058199172754,-1083.5807232341858,0.0,0.0
433.062305528018,-1068.0990661081619,-820.6338769936024,0.0,0.0
-92.20286640812037,979.6179150147369,-788.6379560206663,0.0,0.0
