v_para,v_perp_0,v_perp_1,f(v),counts
-499.6546110687593,107.77596169864908,-2183.7755986735674,0.0,0.0
-1015.149102416711,137.82677782571255,-1995.149748014697,0.0,0.0
-1507.5149078980746,161.13768242084603,-1652.749112886773,0.0,0.0
-1877.3807987007162,172.64309342020078,-1214.8176995209442,0.0,0.0
-2130.521601775836,172.67562913424538,-679.1223170036325,0.0,0.0
-2234.602475850814,160.89494282892045,-103.9731793871085,0.0,0.0
-2187.5029813759297,138.32812735756264,475.2285537667706,0.0,0.0
-1990.7137390335831,106.10675905746808,1027.592758060892,0.0,0.0
-445.2961331061688,96.05079211095834,-1946.1977370604263,0.0,0.0
-904.7087803582331,122.83230613224175,-1778.092962985885,0.0,0.0
-1343.509125284401,143.60717676535265,-1472.9428256638078,0.0,0.0
-1673.1364192808953,153.86089287772074,-1082.6549973098581,0.0,0.0
-1898.7374268653086,153.88986809478922,-605.2391036616873,0.0,0.0
-1991.4951586591312,143.39084649381948,-92.66179181566885,0.0,0.0
-1949.51970507494,123.27913354675776,423.52728289448004,0.0,0.0
-1774.1394992186429,94.56317456768876,915.798614875385,0.0,0.0
-396.8581395457761,85.6026750666281,-1734.4962457989518,0.0,0.0
-806.2973127693438,109.4709749134617,-1584.6773879241084,0.0,0.0
-1197.3662139917187,127.98602374012103,-1312.7206093456084,0.0,0.0
-1491.1376524588584,137.1243482598634,-964.8870441347337,0.0,0.0
-1692.1984846065,137.15018819309628,-539.4029925347143,0.0,0.0
-1774.8663097411843,127.79321147029049,-82.58229687473951,0.0,0.0
-1737.456772608487,109.86917697546032,377.4573303473183,0.0,0.0
-1581.1540469822253,84.27688352756476,816.1808459906949,0.0,0.0
-353.6795252914002,76.28899480395985,-1545.7807217859825,0.0,0.0
-718.5710890534554,97.56037703627794,-1412.2623513151832,0.0,0.0
-1067.0911968592309,114.06095627044412,-1169.8948300209638,0.0,0.0
-1328.8999293953934,122.20504273249506,-859.9060622102885,0.0,0.0
-1508.0850861097542,122.22806577651222,-480.71527303829185,0.0,0.0
-1581.758510014569,113.88913649058368,-73.5972276526454,0.0,0.0
-1548.4192567039709,97.91528181039698,336.38942200782003,0.0,0.0
-1409.122354313967,75.10743890654079,727.379217115365,0.0,0.0
-315.20420318166464,67.98983235551665,-1377.621950678256,0.0,0.0
-640.4008438589514,86.94720291072761,-1258.6284972799397,0.0,0.0
-951.0069442387316,101.65275391734899,-1042.6270581239307,0.0,0.0
-1184.3345890337775,108.91085622325947,-766.3605764108152,0.0,0.0
-1344.0270898656574,108.93140682131418,-428.420343779856,0.0,0.0
-1409.6858398906463,101.49962371716792,-65.59088551536585,0.0,0.0
