,v_perp_0,v_para,v_perp_1,f(v)
122,-182.97450100298218,320.409581593065,-290.82260844478833,0.03714342048801678
123,-69.01796991807159,329.58283306979786,-327.61474149893826,1.7085972431183911
124,53.4170803090205,316.4340463617809,-343.126608120388,4.754357822466148
125,170.59678148707067,281.8098318688908,-334.96221011442725,0.03714342048801678
126,275.6733530067992,228.36545755469206,-304.25837133426177,0.0
127,362.9558630985469,158.82635800890034,-252.50145240892687,0.0
128,-336.6024946029579,219.8787055163807,-149.17524864731558,0.0
129,-264.1295634089673,263.24171755213865,-211.75579972746962,0.0
130,-167.0175825823364,292.4671715639611,-265.4604325853205,0.0
131,-62.99902287749236,300.8404483883386,-299.04399033685576,4.066388705206134
132,48.75866305990912,288.83833944357013,-313.2030848069903,18.833800452707344
133,155.7193154905896,257.2336694605067,-305.750712422849,2.568245472926575
134,251.63231125814974,208.45008740727098,-277.72449352858223,0.0
135,331.303053277008,144.97535444727828,-230.481192925252,0.0
136,-307.0502892797887,200.57434145279058,-136.0783313267106,0.0
137,-240.94014926933687,240.1302626104591,-193.16458131201213,0.0
138,-152.35418601081224,266.78984488710876,-242.15417575249313,0.15454562712039246
139,-57.46798806082896,274.4279965791037,-272.7892586945968,14.836380585610367
140,44.477868903254105,263.4796064342768,-285.7052351139585,23.49093465370744
141,142.04783845568483,234.6496915766554,-278.9071495363437,1.5454563428388044
142,229.5400947323279,190.14909808808784,-253.34151391704418,0.0
143,302.21611461387425,132.2471655652539,-210.24597069396606,0.0
144,-280.29728317863925,183.09847799711451,-124.22194472025738,0.0
145,-219.94725338134862,219.20793017909932,-176.3343252700013,0.0
146,-139.0796964067935,243.54468658026894,-221.05550384184957,0.0
147,-52.46085135737558,250.51731393369158,-249.02135608985753,8.901828351366222
148,40.60254947923421,240.52288394322125,-260.8120085793789,26.70548322024574
149,129.67133715989323,214.2048820165494,-254.60622601477846,6.453825875664772
150,209.5404808959263,173.58156258071676,-231.26808254858526,0.0
151,275.8842738573445,120.72459432656524,-191.9274250821188,0.0
152,-255.83677114117137,167.1201412338885,-113.3815488795254,0.0
153,-200.75326123940175,200.07845477685282,-160.94627273065217,0.160329343273972
154,-126.94271943910853,222.29142523110045,-201.7647933975484,0.160329343273972
155,-47.88278493093444,228.65559460360777,-227.29018647655533,7.054490622523554
156,37.05931356566896,219.53331909895405,-238.05189063510346,16.032932332482172
157,118.35540087466605,195.51199647814462,-232.38766532527836,0.9619760252487453
158,191.25464680895553,158.4337349165055,-211.0861639403806,0.0
159,251.8088824135128,110.18939446495301,-175.17862052935723,0.0
160,-233.3772551725959,152.44893684259864,-103.42797169873859,0.0
161,-183.1294558174329,182.51389636034446,-146.81706462662117,0.23154247791122165
162,-115.7986228282537,202.77681531958615,-184.0521835885075,0.23154247791122165
163,-43.67923192325406,208.58227695586817,-207.33673744121964,2.546967257023438
164,33.80593657667747,200.26083966802224,-217.15369549731724,6.714731363419925
165,107.96516121994895,178.34830515856765,-211.98671699111696,1.3892548674673297
166,174.4647114346066,144.5250939029263,-192.55525246559202,0.4630849558224433
167,229.70297828201979,100.51604108532183,-159.7999677345359,0.0
168,-212.99708259254626,139.13600952400293,-94.3959038888971,0.0
169,-167.1372850542092,166.57547891026252,-133.99594777100683,0.0
170,-105.68625664644685,185.06890387079295,-167.979439135288,0.0
171,-39.8648496862278,190.36738063689086,-189.23060978693945,0.33371065961636176
172,30.853760737398055,182.772635750427,-198.19028614746816,0.6674213192327235
173,98.53687608415264,162.7736676997714,-193.47453299218586,0.0
174,159.22920805559698,131.90413309426435,-175.73995267747358,0.0
175,209.64366493192998,91.7382755464223,-145.84510175176936,0.0
176,-194.43884586952362,127.01321003007172,-86.17127009761072,0.0
177,-152.57476064483419,152.06190361051677,-122.3209999443092,0.0
178,-96.47791322889182,168.94402652917688,-153.3435495066768,0.0
179,-36.391460385466374,173.780856620981,-172.74313054402185,0.0
180,28.16549960412576,166.84782736172411,-180.92214908275128,0.0
181,89.95144864128652,148.5913445716701,-176.61727180140238,0.4805433319836128
182,145.3557120409785,120.4114469330134,-160.42789273564586,0.0
183,191.37760442387966,83.74519328654685,-133.13774273969065,0.0
184,-177.27555878182983,115.80163587366985,-78.56485127309313,0.0
185,-139.10685273030384,138.63926160839128,-111.52361499631654,0.0
186,-87.96172276194201,154.0311748541078,-139.80776968809016,0.0
187,-33.17915685699281,158.44105927436425,-157.4949359068182,0.0
188,25.67930750258712,152.12001996874895,-164.95199051311505,0.0
189,82.01135398250318,135.47505099827333,-161.02710527947127,0.695455339950486
190,132.52504020009803,109.7826169069267,-146.26677960280625,0.0
191,174.48454419934808,76.35292805864356,-121.38555727040314,0.0
192,-161.95134317749492,105.79140849575026,-71.77347817870285,0.0
193,-127.08205446648502,126.65488142428717,-101.88318949235212,0.0
194,-80.35805232862329,140.71626901331638,-127.7223746983693,0.0
195,-30.311051141853035,144.7449489216984,-143.8806085157761,0.0
196,23.45951235667566,138.97031703884988,-150.69305497138566,0.0
197,74.92204952856439,123.7641864219321,-147.10744626272972,0.0
198,121.06917919036718,100.29269240596159,-133.62305212102936,0.0
199,159.4015934589993,69.75275943782128,-110.89263590832378,0.0
200,-147.8406691953553,96.57389950312461,-65.51992190737145,0.0
201,-116.00951078161414,115.61955243934574,-93.00619619233844,0.0
202,-73.35652714294386,128.4557938253679,-116.59404772145368,0.0
203,-27.670078133548767,132.13345100263578,-131.34442376781365,0.0
204,21.415507540585903,126.86196042728457,-137.56330763173128,0.0
205,68.3941609098332,112.98073296456141,-134.2901167134557,0.0
206,110.52053499980597,91.55427421550348,-121.98059335380273,0.0
207,145.513073985916,63.67526684454299,-101.23066323751235,0.0
208,-134.88648671328755,88.1118403189837,-59.778891346564436,0.0
209,-105.84444944090316,105.4886695644766,-84.85675315337208,0.0
210,-66.9288359439235,117.20015381850726,-106.37776325237435,0.0
211,-25.245552724365144,120.55557787513246,-119.83568223495855,0.0
212,19.539023286669813,115.74597805733316,-125.5096449165056,0.0
213,62.40128792406607,103.08105876412617,-122.52325759792798,0.0
214,100.83643503840294,83.53204627457205,-111.2923291876646,0.0
215,132.76282785941578,58.09587236207028,-92.3605630652523,0.0
216,-122.97392029906447,80.33020541600831,-54.499494948046646,0.0
217,-96.49675040685061,96.17239627674633,-77.36259633349853,0.0
218,-61.017988398134115,106.8495799710335,-96.98297237581323,0.0
219,-23.015980706553247,109.90865891832152,-109.25234253766075,0.0
220,17.81342717779986,105.52383255591559,-114.42521511787514,0.0
221,56.89029190393473,93.97741544829142,-111.70256715689113,0.0
222,91.93102370833057,76.15488748087421,-101.46350929092027,0.0
223,121.03783172870125,52.965114945918685,-84.20370643388357,0.0
224,-112.43459365054375,73.44560460511866,-49.828683728703524,0.0
225,-88.22661524922762,87.93005249013822,-70.73232458927296,0.0
226,-55.78851497256636,97.69216733801528,-88.67116624270984,0.0
227,-21.043424261861286,100.48907561612259,-99.88900763560581,0.0
228,16.286748891715096,96.48003039302887,-104.6185324297015,0.0
229,52.01457729673693,85.9231924340612,-102.12923235623654,0.0
230,84.05218648835525,69.6281223502358,-92.7676994468419,0.0
231,110.66443072576506,48.42579904840147,-76.98712551788995,0.0
232,-102.54230141196464,66.9836647972582,-45.44462323631644,0.0
233,-80.46420371250119,80.19373732471513,-64.50911124439925,0.0
234,-50.880097959866376,89.0969508611833,-80.86964089928857,0.0
235,-19.191968168172217,91.64778049938349,-91.10050893454826,0.0
236,14.853797063277456,87.9914678561833,-95.41392284076278,0.0
237,47.43819794282111,78.3634410070473,-93.14363260056709,0.0
238,76.65705284170555,63.50205276342683,-84.60575019047917,0.0
239,100.92788196422532,44.165168011123114,-70.21359444007146,0.0
240,-93.50264692885158,61.078697026563475,-41.43843706912526,0.0
241,-73.37085928052947,73.1242285388987,-58.822285460379824,0.0
242,-46.39474486493905,81.24257731783007,-73.7405484037097,0.0
243,-17.50009444449205,83.56853760379559,-83.06951026340171,0.0
244,13.544356006995859,80.23454638069218,-87.00267243494412,0.0
245,43.25626855042112,71.4552872179446,-84.93252480105953,0.0
246,69.89932179864425,57.90401023796892,-77.14730329746332,0.0
247,92.03054505056897,40.2717730211844,-64.02389031273295,0.0
248,-85.58622596267061,55.90745640197849,-37.930043294009195,0.0
249,-67.15889969169213,66.9331508466123,-53.842085142078076,0.0
250,-42.46672427855021,74.36416104470214,-67.49729312066061,0.0
251,-16.01844476278491,76.49318984435018,-76.03641369401375,0.0
252,12.39761990055962,73.44147650289061,-79.63657742706003,0.0
253,39.593966204225346,65.40551284430796,-77.74169673697428,0.0
254,63.98128059221621,53.001554280733785,-70.61560985304013,0.0
255,84.2387643177082,36.86215890718,-58.60329870479312,0.0
256,-1490.5813469576876,775.4533923322706,-781.3808341811384,0.0
257,-1187.4881000203618,914.1289884472662,-1089.9345092529038,0.0
258,-775.67038567903,1002.637535971995,-1351.5807211034426,0.0
259,-330.0542763907423,1020.1740022627382,-1511.2994845666262,0.0
260,152.8461559278478,968.259428569861,-1572.523037693756,0.0
261,618.9754978626975,850.7849084063764,-1525.3692827330262,0.0
262,1040.9804440135579,676.5586666758772,-1375.6252490725178,0.0
263,1396.0357836608957,454.4966891439799,-1130.5898553325744,0.0
264,-1360.2676414770483,707.6594739817247,-713.068700421312,0.0
265,-1083.6721200187997,834.2113483480425,-994.6471601088407,0.0
266,-707.8575497424381,914.982133587052,-1233.4190745318951,0.0
267,-301.19934886699156,930.9854162488289,-1379.1744084365225,0.0
268,139.48359961773113,883.6095105647973,-1435.0455008451727,0.0
269,564.8616468275362,776.4051613341426,-1392.0141187144561,0.0
270,949.9729475750092,617.4106203902957,-1255.3614549198169,0.0
271,1273.9875995762893,414.76242213483783,-1031.7482649046688,0.0
272,-1241.3656649126915,645.8024448590022,-650.7388517104354,0.0
273,-988.9476000742692,761.2923595393986,-907.7043481485757,0.0
274,-645.983223282718,835.0028634116879,-1125.6050051257355,0.0
275,-274.871302406387,849.6073292092228,-1258.6197868049703,0.0
276,127.29124243106403,806.3725261286297,-1309.6071254484852,0.0
277,515.4867211067225,708.5390092163725,-1270.3371854688107,0.0
278,866.9351344419927,563.44225328022,-1145.6293936552977,0.0
279,1162.6275144992035,378.5077404958447,-941.5624358412208,0.0
280,-1132.8142217968177,589.3301557528994,-593.8348837466121,0.0
281,-902.4689202379936,694.7210389790653,-828.3299704373553,0.0
282,-589.4951124168834,761.9859258231281,-1027.1762865803105,0.0
283,-250.83514157525067,775.3132685595754,-1148.5595478377088,0.0
284,116.16023941365597,735.8592001528889,-1195.0883374528535,0.0
285,470.40987856092454,646.5807064632654,-1159.2523300178216,0.0
286,791.1258315126346,514.1719476646258,-1045.449631248351,0.0
287,1060.9613614255682,345.4090670185378,-859.22733981589,0.0
288,-1033.7931771198123,537.8159063208504,-541.9268855116318,0.0
289,-823.5826801885311,633.9944058384399,-755.9243959607786,0.0
290,-537.966406499331,695.3795173198096,-937.38921518347,0.0
291,-228.90925277631078,707.5419709499902,-1048.1622502269852,0.0
292,106.00648268938004,671.5365869827854,-1090.6238268451946,0.0
293,429.2906253990563,590.0620860576614,-1057.9202903125638,0.0
294,721.9722653401944,469.22746379549335,-954.0653156159989,0.0
295,968.2210448382992,315.2163297970719,-784.1209631920524,0.0
296,-943.4238264864814,490.80253518144764,-494.5541705659758,0.0
297,-751.589012499339,578.5735615500362,-689.8450042665213,0.0
298,-490.93992101162127,634.5927035061231,-855.4470497307968,0.0
299,-208.89907552754593,645.6919504730226,-956.5368028268445,0.0
300,96.73990499324972,612.8340220927605,-995.286644899498,0.0
301,391.764064747702,538.4816068858859,-965.4418464386775,0.0
302,658.8608787555872,428.20975924430877,-870.6653817304438,0.0
303,883.5836913986244,287.6616145729431,-715.5767925253226,0.0
304,-860.9719588164972,447.9082049028275,-451.3319409030923,0.0
305,-685.9028331233709,528.0083665658367,-629.5550887508414,0.0
306,-448.0335486398433,579.1316214154635,-780.6840848134925,0.0
307,-190.6420583509387,589.2608535585612,-872.9389599922908,0.0
308,88.28517888941296,559.2745522702755,-908.3021829906698,0.0
309,357.52529593381524,491.42030660497994,-881.0657633511108,0.0
310,601.2788141078482,390.78580854782103,-794.572402109011,0.0
311,806.3616848093681,262.52103855508085,-653.0379816532512,0.0
312,-785.6931235645013,408.7454567745881,-411.8698572558765,0.0
313,-625.9311070401033,481.8420730820926,-574.5100808790172,0.0
314,-408.85983052159213,528.4953813926309,-712.425176269369,0.0
315,-173.97331394774875,537.7389511507608,-796.6137547325357,0.0
316,80.56599615634984,510.3745576520405,-828.885033506828,0.0
317,326.26517116633903,448.4531127218106,-804.0300136140281,0.0
318,548.7061696659619,356.61753936306013,-725.0991674013779,0.0
319,735.8576731595198,239.56754504296623,-595.9397505556044,0.0
320,-716.9912842448127,373.0043394371078,-375.8555172558017,0.0
321,-571.1990189302533,439.70928808397457,-524.2743009255316,0.0
322,-373.10869480339585,482.2832185191469,-650.1299704442584,0.0
323,-158.76090399652438,490.71847550242103,-726.9569887130423,0.0
324,73.52121329100252,465.74687015321945,-756.4064373507887,0.0
325,297.73618048950107,409.2398824761058,-733.7247550935265,0.0
326,500.72668177097347,325.43454219564774,-661.6957220631865,0.0
327,671.5134607760373,218.61951113211853,-543.8301362535541,0.0
328,-654.2834807824701,340.38147594796465,-342.9832930336143,0.0
329,-521.2421450238417,401.2524356238496,-478.42142882964436,0.0
330,-340.4767552305867,440.1028434881282,-593.2698024507523,0.0
331,-144.87572961631125,447.80037357558297,-663.3775632513111,0.0
332,67.09106962112114,425.012750180072,-690.2513515591611,0.0
333,271.69627837065445,373.4478473842937,-669.5534041781837,0.0
334,456.93331402507187,296.97211412429215,-603.8240323417223,0.0
335,612.7831469232525,199.4991255167597,-496.2669465737409,0.0
336,-597.068553162997,310.61626062292544,-312.9905609251165,0.0
337,-475.661242558852,366.1642641348999,-436.58509566018773,0.0
338,-310.7031948288117,401.6173386337391,-541.3903418934266,0.0
339,-132.2068317711125,408.6417693916321,-605.3674456903739,0.006557736197582836
340,61.224180076124675,387.8468208343262,-629.8911844922636,0.006557736197582836
341,247.93734065474538,340.7911423117557,-611.0032396949208,0.0
342,416.97604487474575,271.0029147846176,-551.0216439719317,0.0
343,559.1973054607772,182.05359772569136,-452.87006204933454,0.0
344,-544.9137125017314,283.4834691818587,-285.65037794604757,0.0
345,-434.1115321868348,334.17930609866335,-398.44877321366675,0.0
346,-283.5628017407185,366.5354948532563,-494.0991327423999,0.0
347,-120.65836622769635,372.9463053932343,-552.4877014057372,0.028357046689786267
348,55.87615982377822,353.9678639307514,-574.8692961241313,0.03780939691350789
349,226.27965992194927,311.02249539878176,-557.6311726186523,0.0
350,380.5525400371354,247.3303954116077,-502.88908076854926,0.0
351,510.35058322838285,166.15094943179793,-413.3111903395659,0.0
352,-497.29039289364374,258.7081043889398,-260.6856298966628,0.0
353,-396.17186188321165,304.9733149937465,-363.62586543453784,0.0
354,-258.7805099126769,334.50169403361474,-450.916756089831,0.0
355,-110.11329643582128,340.3522345856924,-504.2024033588063,0.06813661554006094
356,50.99279759688565,323.0324066215036,-524.6279183294423,0.25891915530576526
357,206.50369363214242,283.8403322192621,-508.89636471154904,0.08176393673589269
358,347.29374369882595,225.71468447353436,-458.93853488790137,0.0
359,465.7479291418801,151.63000771446605,-377.18939821298966,0.0
360,-453.84802437522114,236.10783339468253,-237.91261312536963,0.0
361,-361.56302706058483,278.3313842082266,-331.86017605348366,0.0
362,-236.173929988994,305.2802334794667,-411.5254962922696,0.019643052488153834
363,-100.49400567758465,310.61966269893037,-460.1561934630979,0.27500275492212756
364,46.538164573908915,294.8128715627935,-478.79738237020024,0.6089346256979136
365,188.46391175790393,259.0445535144497,-464.44011975256217,0.07857220995261534
366,316.95478812202134,205.99665834650114,-418.8465060262373,0.0
367,425.06104425614274,138.38387082622376,-344.23882346898216,0.0
368,-414.10494249322517,215.43208447879124,-217.07880504420766,0.0
369,-329.90125566613267,253.9581595956256,-302.79945644602674,0.0
370,-215.49237382382395,278.5471161670439,-375.4885485493089,0.0
371,-91.6938255063779,283.4189987405323,-419.86072127976627,0.22672482494881932
372,42.462852072778105,268.9963878682579,-436.869501996155,1.7571172037697222
373,171.96028265899784,236.36025585232505,-423.76948617257955,0.28340601395114895
374,289.19933706041525,187.95770949241705,-382.1684551153875,0.0
375,387.83880305561075,126.26571332568665,-314.0941123929512,0.0
376,-377.91494190156794,196.60476334985697,-198.1075745803095,0.0
377,-301.0701062527542,231.7639108030785,-276.33681559633897,0.04085775591479308
378,-196.65978732685016,254.2039541732688,-342.67336438996676,0.08171551182958615
379,-83.680400999076,258.6500757298337,-383.1677216369219,2.288034529889174
380,38.75188535834163,245.48791815052022,-398.69005996655426,5.883516454408679
381,156.93210985751722,215.7039688495015,-386.7348921578951,0.24514653548875848
382,263.9252619381553,171.5314699135988,-348.76951159054113,0.0
383,353.9443063210544,115.23095225091265,-286.64441128816316,0.0
384,-344.9575701706929,179.4591714207486,-180.8309319135625,0.0
385,-274.81425499562573,211.55214029640138,-252.23791765107538,0.0
386,-179.50939699427133,232.03523869389755,-312.78937375398806,0.11771124090770366
387,-76.38276564707618,236.09360405944687,-349.7522583219919,6.3564072077112845
388,35.37239694728392,224.07929775668993,-363.92092166948834,26.367318599150536
389,143.2463183830385,196.89274851460664,-353.0083407221986,2.589647498664768
390,240.9087518170777,156.57247570617437,-318.35387165962925,0.0
391,323.07738041311507,105.18183335256708,-261.6465945130342,0.0
392,-314.6718260890954,163.70345532791453,-164.95477785896887,0.0
393,-250.68677168081922,192.97880529524537,-230.0925474215466,0.0
394,-163.7492745700761,211.66358449561494,-285.3278605536612,0.5100005157711351
395,-69.67669762769572,215.36564165191965,-319.0455691790558,24.48002475701449
396,32.266857777643985,204.40613109897413,-331.9702776167295,31.2800293416468
397,130.66991412685397,179.60644112987643,-322.0157804678076,2.0400020630845406
398,219.75801650852668,142.826117599069,-290.40381677007315,0.0
399,294.7126195296506,95.94734630521589,-238.67519291806795,0.0
400,-287.25476218924706,149.44011607932862,-150.58240872510638,0.0
401,-228.84466184149113,176.1647433621647,-210.04480031317507,0.0
402,-149.4819410043438,193.22150895981963,-260.46748716940203,0.12240012665046764
403,-63.60582720394863,196.60102572236195,-291.2474115519677,11.750411699981662
404,29.455472616902775,186.5963995388571,-303.0459969474255,43.08484870713369
405,119.2847611544394,163.95749102207924,-293.9588325433655,5.140805061434072
406,200.6107059850246,130.3817991640799,-265.10119031384176,0.0
407,269.03455077834775,87.58752464220697,-217.8796228872017,0.0
408,-262.18709689362316,136.3990204032507,-137.44163457311328,0.0
409,-208.87422536298948,160.79147921339836,-191.7149488289529,0.0
410,-136.4371990306426,176.35976593195687,-237.73744255816942,0.7054490072202165
411,-58.05518040369868,179.44434712554397,-265.8313044529203,11.992633397904376
412,26.885000752029754,170.31280319402504,-276.6002791277646,22.57436823104693
413,108.87522262188706,149.64951903614622,-268.306126160257,1.058173510830325
414,183.10414101687195,119.00385006001534,-241.96677176968353,0.0
415,245.55690956318068,79.94408191637103,-198.8660707164497,0.0
416,-239.17009516712966,124.42477259991529,-125.3758532166369,0.0
417,-190.53749275318438,146.67586298422134,-174.88460325758615,0.0
418,-124.45959641944802,160.87743942896304,-216.86685900573772,0.509393393537379
419,-52.95860760972538,163.6912340138129,-242.4944045573291,3.820450306862071
420,24.52481129322982,155.36132411837792,-252.31798417544593,8.659687979471986
421,99.31723479292303,136.5120417937087,-244.75195419953465,2.037573574149516
422,167.02972676952936,108.55669453166229,-220.72489025133683,0.0
423,223.99985722059563,72.92593077586866,-181.40793840788055,0.0
424,-218.28405134563872,113.55910958117443,-114.42714190744397,0.0
425,-173.8984003081922,133.86705825286185,-159.6124191208968,0.0
426,-113.590892365749,146.82845143936208,-197.92847926386102,0.0
427,-48.33388396135661,149.3965322110921,-221.31804766242968,2.569571940104167
428,22.38312899057902,141.79404939545446,-230.2837681345569,2.9366534473450203
