v_para,v_perp_0,v_perp_1,f(v),counts
-687.8521204437727,-383.49499148545056,112.29651684226499,0.0,0.0
-762.5402994601595,-194.39520151589232,116.45736577104438,0.0,0.0
-787.3380644379008,14.2560868942705,112.76096878663469,0.004970468,1.0
-757.9495288878597,219.20361126560846,101.39888645401524,0.0,0.0
-677.6150608122177,408.3199571821294,83.259418925445,0.0,0.0
-550.2778803074309,571.4029997638044,59.26497787377382,0.0,0.0
-365.80208407613964,-602.8127097907624,73.60501131712888,0.0,0.0
-500.49397848826425,-494.1272336052231,89.19667885087253,0.0,0.0
-613.0156903435097,-341.77180687209125,100.07896967651098,0.0,0.0
-679.5779310601054,-173.24552931633644,103.78714749520407,0.0,0.0
-701.6777966814875,12.705070726189991,100.49289896236353,0.015758727,2.0
-675.486703380315,195.35486433836482,90.36697888824652,0.0,0.0
-603.892363134391,363.89588215630573,74.20103704039927,0.0,0.0
-490.4091432869967,509.2359336454189,52.817119208895456,0.0,0.0
-326.026594701485,-537.2658636665691,65.60156453329398,0.0,0.0
-446.07276311280134,-440.3983169766176,79.49786533598738,0.0,0.0
-546.3594612848058,-304.60925509736376,89.19687006637962,0.0,0.0
-605.6840254229794,-154.40767347872867,92.50184035948683,0.08741013,7.0
-625.380912274916,11.323578559736093,89.56578457011881,0.037461482,3.0
-602.0376745632311,174.11293964436607,80.54090600365703,0.0,0.0
-538.2281166299974,324.3276537291219,66.13277891874401,0.0,0.0
-437.084517649962,453.86414270809263,47.07403851362195,0.0,0.0
-290.50201695944577,-478.7241384438989,58.45346803842814,0.0,0.0
-397.4676669861942,-392.41149237219634,70.83560679308421,0.0,0.0
-486.8268837342289,-271.41833136340415,79.47777875723801,0.0,0.0
-539.6873714424016,-137.58307004008384,82.42262683687925,0.039619543,2.0
-557.2379679377477,10.089735465208744,79.8064971610983,0.257527,13.0
-536.4382887632098,155.14118714543798,71.76499766430969,0.0,0.0
-479.58156469032474,288.9881743099493,58.926811884124255,0.0,0.0
-389.4587901212334,404.41006465085565,41.944750383576,0.0,0.0
-258.9077480022305,-426.659330630473,52.09622610870761,0.0,0.0
-354.2401022295917,-349.73384679986486,63.131706775451796,0.0,0.0
-433.8808435441231,-241.89956602884726,70.83399306752368,0.0,0.0
-480.99233807737505,-122.61988924515492,73.45856252968086,0.34537303,11.0
-496.6341987446351,8.99239972468184,71.1269627079667,0.34537303,11.0
-478.09662101671074,138.26844017999656,63.960018447470546,0.0,0.0
-427.42352334309794,257.5585529965056,52.5180786650682,0.0,0.0
-347.1022424642857,360.42749179888165,37.38295207288594,0.0,0.0
-230.75698919045078,-380.26913278591303,46.43185462826853,0.0,0.0
-315.72397082001453,-311.70764292649966,56.267455599663904,0.0,0.0
-386.70542418479283,-215.59808694771849,63.13227903370853,0.0,0.0
-428.6945530380485,-109.28755567326685,65.4714760615238,0.24878636,5.0
-442.6357103656917,8.014664405383385,63.39338523682177,0.99514544,20.0
-426.1136997928171,123.23466137044898,57.0057083814653,0.0,0.0
-380.9502143455712,229.55448410809515,46.807840004592286,0.0,0.0
-309.36220564913265,321.23857178123603,33.31833820149629,0.0,0.0
-205.60224231485665,-338.81613188672395,41.37033806994496,0.0,0.0
-281.3070151998015,-277.72852552781734,50.13376934496358,0.0,0.0
-344.5508094389978,-192.09582005052638,56.25025796235336,0.0,0.0
-381.9627219062387,-97.37416103907779,58.33446493917329,1.5000929,19.0
-394.38415043015937,7.140993189603323,56.48290459785224,1.3421882,17.0
-379.6631987678836,109.8008945096547,50.79154448709396,0.0,0.0
-339.42297745817075,204.5308431774108,41.70533552262138,0.0,0.0
-275.6387321944801,286.22048760022494,29.686324029685423,0.0,0.0
-183.28445012395798,-302.0381672032348,36.87964985487979,0.0,0.0
-250.7715745600649,-247.58153230440075,44.691828142989564,0.0,0.0
-307.1503593076392,-171.24412763656582,50.14437576821384,0.0,0.0
-340.5012737343641,-86.80435019374822,52.002343403938234,6.250912,50.0
-351.57436007051024,6.36584966553454,50.351773381449036,25.003649,200.0
-338.4513580775149,97.88218488991755,45.27820182094773,0.12501824,1.0
-302.57913937333683,182.3293456086972,37.178287302981445,0.0,0.0
-245.718591314403,255.15171306316302,26.463913812303282,0.0,0.0
-163.4043099636046,-269.27729434242485,32.87946073537325,0.0,0.0
-223.57138367792243,-220.72733814067763,39.8442837845951,0.0,0.0
-273.83497472154625,-152.669950482402,44.705418167234185,1.1873343,6.0
-303.5684489555308,-77.38902729103667,46.36186437295693,101.31919,512.0
-313.4405020931588,5.675369656487784,44.89031420382233,88.6543,448.0
-301.7408607857244,87.26528616971085,40.36705573358265,0.59366715,3.0
-269.7595857426635,162.55279458606066,33.1457036658875,0.0,0.0
-219.06645893245621,227.47640597919278,23.593480656049135,0.0,0.0
-145.55820771926938,-239.86834445412407,29.288556304453817,0.0,0.0
