v_para,v_perp_0,v_perp_1,f(v),counts
1737.1770911739518,656.0615061120973,1257.7541841997884,0.0,0.0
2030.0292571974524,449.5763701936593,840.8383299123951,0.0,0.0
2210.112363839249,193.66038362403233,328.702843691262,0.0,0.0
2234.4118366641706,-63.96564860476132,-182.91755522832688,0.0,0.0
2106.134590780267,-325.65836048560686,-698.7776932758852,0.0,0.0
1835.4534886327733,-561.650567358858,-1160.0884012357722,0.0,0.0
1442.427155939891,-758.5660037510567,-1540.820457516951,0.0,0.0
947.2068737086088,-905.6288462255906,-1820.104991948895,0.0,0.0
1548.1857438820743,584.6870923613883,1120.9202297768252,0.0,0.0
1809.17786116082,400.66596147003554,749.3616451420507,0.0,0.0
1969.6693962901895,172.59160806073567,292.9424342671761,0.0,0.0
1991.3252574700118,-57.00667268918644,-163.0175746890644,0.0,0.0
1877.0035400525412,-290.22925721185527,-622.7561105218986,0.0,0.0
1635.7705196062934,-500.54732323848674,-1033.8797818080168,0.0,0.0
1285.5023906186834,-676.0398734016296,-1373.1911357355805,0.0,0.0
844.158106127047,-807.1034295319184,-1622.0916611168373,0.0,0.0
1379.7787672416644,521.086609744477,998.9899413550088,0.0,0.0
1612.3809783500587,357.0827202238825,667.8483446670127,0.0,0.0
1755.414705848691,153.81764972132584,261.07710410669307,0.0,0.0
1774.71486939544,-50.805668687189296,-145.28499329392346,0.0,0.0
1672.828730209122,-258.6590027393897,-555.0145903666875,0.0,0.0
1457.8363107447572,-446.099309243321,-921.4174636613199,0.0,0.0
1145.6692282390381,-602.5023195024252,-1223.8195525603521,0.0,0.0
752.3331800314977,-719.3091918773531,-1445.6455031989133,0.0,0.0
1229.6570492896003,464.3916629955546,890.2984454747407,0.0,0.0
1436.9517619965895,318.2316278495919,595.1855422533265,0.0,0.0
1564.4232462892783,137.08205230554512,232.67154382057367,0.0,0.0
1581.623567783149,-45.277947339863296,-129.477806170392,0.0,0.0
1490.822803395707,-230.51655996401405,-494.6282582968237,0.0,0.0
1299.2217897185683,-397.56312116621115,-821.1660283595218,0.0,0.0
1021.0189957819489,-536.949264535298,-1090.6663782811834,0.0,0.0
